image_name,Type_1,Type_2,Type_3
0.jpg,0.336814,0.527513,0.135673
1.jpg,0.0522014,0.84247,0.105329
2.jpg,0.0741195,0.892741,0.0331396
3.jpg,0.0359787,0.50466,0.459361
4.jpg,0.058916,0.345022,0.596062
5.jpg,0.381206,0.598093,0.0207019
6.jpg,0.342984,0.54735,0.109666
7.jpg,0.171211,0.502211,0.326577
8.jpg,0.120606,0.757949,0.121446
9.jpg,0.328163,0.530511,0.141326
10.jpg,0.467127,0.522804,0.0100688
11.jpg,0.115151,0.528905,0.355944
12.jpg,0.059322,0.385453,0.555225
13.jpg,0.0520082,0.469863,0.478129
14.jpg,0.131185,0.694673,0.174142
15.jpg,0.105578,0.619749,0.274673
16.jpg,0.141103,0.571571,0.287326
17.jpg,0.615412,0.294677,0.0899106
18.jpg,0.279764,0.671014,0.0492213
19.jpg,0.0286018,0.308705,0.662693
20.jpg,0.660609,0.313774,0.0256177
21.jpg,0.290814,0.679168,0.0300186
22.jpg,0.056726,0.863542,0.0797319
23.jpg,0.29098,0.56261,0.14641
24.jpg,0.139834,0.688956,0.171209
25.jpg,0.155019,0.785647,0.0593345
26.jpg,0.322618,0.639458,0.0379241
27.jpg,0.0152512,0.316893,0.667856
28.jpg,0.117464,0.771989,0.110547
29.jpg,0.0619404,0.864182,0.0738774
30.jpg,0.201582,0.351792,0.446626
31.jpg,0.213272,0.748655,0.0380726
32.jpg,0.174635,0.257503,0.567862
33.jpg,0.464877,0.421002,0.114121
34.jpg,0.27663,0.279085,0.444285
35.jpg,0.0702444,0.479268,0.450487
36.jpg,0.140107,0.765877,0.0940161
37.jpg,0.520362,0.384372,0.0952661
38.jpg,0.033873,0.759755,0.206371
39.jpg,0.0935678,0.475474,0.430958
40.jpg,0.102095,0.256635,0.64127
41.jpg,0.0564129,0.740619,0.202968
42.jpg,0.0480607,0.742337,0.209602
43.jpg,0.0550566,0.436798,0.508146
44.jpg,0.080732,0.480087,0.439181
45.jpg,0.0436357,0.677188,0.279177
46.jpg,0.0644364,0.211271,0.724292
47.jpg,0.514606,0.444918,0.0404765
48.jpg,0.0616679,0.26153,0.676802
49.jpg,0.0310772,0.141316,0.827607
50.jpg,0.113545,0.645491,0.240964
51.jpg,0.688875,0.286005,0.0251198
52.jpg,0.047185,0.486643,0.466172
53.jpg,0.0412083,0.325136,0.633656
54.jpg,0.0215564,0.362877,0.615566
55.jpg,0.0736847,0.267538,0.658777
56.jpg,0.01217,0.972401,0.0154289
57.jpg,0.295232,0.593268,0.111501
58.jpg,0.0492626,0.473943,0.476795
59.jpg,0.736207,0.24463,0.019163
60.jpg,0.38288,0.427128,0.189992
61.jpg,0.279768,0.685503,0.0347296
62.jpg,0.145758,0.495959,0.358284
63.jpg,0.0567625,0.438376,0.504862
64.jpg,0.422561,0.55279,0.0246493
65.jpg,0.579385,0.295009,0.125607
66.jpg,0.0479957,0.340136,0.611869
67.jpg,0.0317107,0.093217,0.875072
68.jpg,0.129983,0.840349,0.0296687
69.jpg,0.156068,0.7071,0.136833
70.jpg,0.129339,0.713291,0.157369
71.jpg,0.0686409,0.32938,0.601979
72.jpg,0.192927,0.746986,0.0600871
73.jpg,0.148373,0.288384,0.563243
74.jpg,0.00909544,0.337256,0.653649
75.jpg,0.261539,0.673833,0.0646272
76.jpg,0.0771403,0.23778,0.68508
77.jpg,0.34837,0.444691,0.206939
78.jpg,0.0447248,0.290927,0.664348
79.jpg,0.369214,0.613526,0.0172598
80.jpg,0.17454,0.683484,0.141975
81.jpg,0.0992545,0.611141,0.289605
82.jpg,0.215581,0.73964,0.0447793
83.jpg,0.0584142,0.342757,0.598829
84.jpg,0.304568,0.460126,0.235306
85.jpg,0.366087,0.59047,0.043443
86.jpg,0.0279303,0.53584,0.43623
87.jpg,0.0338828,0.274888,0.691229
88.jpg,0.599096,0.295088,0.105816
89.jpg,0.144598,0.290236,0.565165
90.jpg,0.280431,0.416777,0.302791
91.jpg,0.433316,0.530427,0.0362574
92.jpg,0.00889229,0.152363,0.838744
93.jpg,0.0799162,0.839532,0.0805517
94.jpg,0.370793,0.56245,0.0667578
95.jpg,0.0387544,0.52798,0.433265
96.jpg,0.154815,0.822175,0.0230099
97.jpg,0.333519,0.491762,0.174719
98.jpg,0.1985,0.772777,0.0287238
99.jpg,0.150858,0.25676,0.592382
100.jpg,0.271558,0.671089,0.057353
101.jpg,0.637215,0.246017,0.116768
102.jpg,0.355143,0.514323,0.130534
103.jpg,0.308806,0.543185,0.148009
104.jpg,0.0531855,0.661905,0.28491
105.jpg,0.0366705,0.623271,0.340058
106.jpg,0.0843202,0.511768,0.403912
107.jpg,0.0124132,0.144547,0.84304
108.jpg,0.0270485,0.237828,0.735123
109.jpg,0.00354237,0.036614,0.959844
110.jpg,0.132805,0.744748,0.122447
111.jpg,0.296552,0.479893,0.223555
112.jpg,0.0146511,0.630387,0.354962
113.jpg,0.0863119,0.590026,0.323662
114.jpg,0.0584243,0.825082,0.116493
115.jpg,0.0283602,0.863992,0.107648
