image_name,Type_1,Type_2,Type_3
0.jpg,0.216373,0.650653,0.132974
1.jpg,0.084203,0.315024,0.600773
2.jpg,0.585181,0.401188,0.0136317
3.jpg,0.0752576,0.483138,0.441605
4.jpg,0.035197,0.217036,0.747767
5.jpg,0.331225,0.59822,0.0705546
6.jpg,0.609174,0.370931,0.0198953
7.jpg,0.0536095,0.660973,0.285417
8.jpg,0.204985,0.549461,0.245554
9.jpg,0.374524,0.539938,0.0855385
10.jpg,0.342431,0.651545,0.00602401
11.jpg,0.0100389,0.175067,0.814894
12.jpg,0.0255029,0.271187,0.703311
13.jpg,0.00320814,0.172981,0.823811
14.jpg,0.0245185,0.370127,0.605354
15.jpg,0.0085851,0.181459,0.809956
16.jpg,0.128169,0.516063,0.355768
17.jpg,0.442685,0.457004,0.100312
18.jpg,0.136945,0.840599,0.0224567
19.jpg,0.030715,0.305817,0.663468
20.jpg,0.673814,0.313366,0.0128203
21.jpg,0.32407,0.669961,0.00596969
22.jpg,0.239353,0.548963,0.211684
23.jpg,0.111112,0.670395,0.218494
24.jpg,0.222091,0.689539,0.0883699
25.jpg,0.32876,0.601055,0.0701847
26.jpg,0.588345,0.374572,0.0370828
27.jpg,0.070184,0.500723,0.429093
28.jpg,0.13083,0.746576,0.122594
29.jpg,0.0714703,0.56652,0.36201
30.jpg,0.125898,0.548671,0.325432
31.jpg,0.389285,0.589632,0.0210829
32.jpg,0.104102,0.626917,0.268981
33.jpg,0.253973,0.627123,0.118903
34.jpg,0.241824,0.611411,0.146766
35.jpg,0.0583133,0.815956,0.125731
36.jpg,0.155902,0.78072,0.0633786
37.jpg,0.513608,0.425398,0.0609938
38.jpg,0.111671,0.82022,0.0681094
39.jpg,0.157471,0.415662,0.426867
40.jpg,0.0255731,0.444053,0.530374
41.jpg,0.0453759,0.849207,0.105417
42.jpg,0.0384648,0.371619,0.589916
43.jpg,0.0105595,0.223544,0.765897
44.jpg,0.215305,0.696266,0.0884287
45.jpg,0.0714886,0.827578,0.100933
46.jpg,0.141728,0.588568,0.269704
47.jpg,0.568991,0.387634,0.0433751
48.jpg,0.0681418,0.78983,0.142028
49.jpg,0.0168683,0.187389,0.795743
50.jpg,0.0414039,0.295458,0.663138
51.jpg,0.789468,0.207438,0.0030937
52.jpg,0.0223336,0.215827,0.76184
53.jpg,0.105934,0.506243,0.387823
54.jpg,0.0150198,0.19305,0.791931
55.jpg,0.0232159,0.103188,0.873596
56.jpg,0.0270329,0.939139,0.0338279
57.jpg,0.302584,0.482577,0.214839
58.jpg,0.0567172,0.305997,0.637286
59.jpg,0.723371,0.250691,0.0259382
60.jpg,0.516087,0.449481,0.0344322
61.jpg,0.277092,0.501604,0.221304
62.jpg,0.0579227,0.540793,0.401285
63.jpg,0.0791714,0.46186,0.458969
64.jpg,0.665514,0.327255,0.0072308
65.jpg,0.675826,0.307537,0.0166369
66.jpg,0.0134156,0.260144,0.72644
67.jpg,0.0410327,0.250473,0.708494
68.jpg,0.13677,0.72545,0.13778
69.jpg,0.308724,0.647114,0.0441619
70.jpg,0.484859,0.492436,0.022705
71.jpg,0.16159,0.639465,0.198945
72.jpg,0.195116,0.785855,0.0190298
73.jpg,0.254985,0.504044,0.240971
74.jpg,0.0167181,0.22419,0.759092
75.jpg,0.274577,0.705804,0.0196193
76.jpg,0.0351752,0.22823,0.736595
77.jpg,0.238074,0.697315,0.064611
78.jpg,0.00371084,0.0531066,0.943183
79.jpg,0.316722,0.669304,0.013974
80.jpg,0.254028,0.569179,0.176793
81.jpg,0.0773596,0.663785,0.258855
82.jpg,0.428727,0.528042,0.0432311
83.jpg,0.0540273,0.275553,0.670419
84.jpg,0.155081,0.740831,0.104088
85.jpg,0.265591,0.691477,0.0429316
86.jpg,0.0650667,0.555721,0.379212
87.jpg,0.0129295,0.119363,0.867708
88.jpg,0.380037,0.526441,0.0935224
89.jpg,0.0746009,0.712429,0.21297
90.jpg,0.191457,0.778389,0.0301542
91.jpg,0.311387,0.674984,0.0136296
92.jpg,0.0161265,0.208558,0.775315
93.jpg,0.0829681,0.867706,0.0493264
94.jpg,0.199324,0.724234,0.0764418
