image_name,Type_1,Type_2,Type_3
0.jpg,0.0908564,0.816914,0.0922296
1.jpg,0.0497058,0.29252,0.657774
2.jpg,0.322714,0.66847,0.00881602
3.jpg,0.0577388,0.438175,0.504087
4.jpg,0.00526499,0.102096,0.892639
5.jpg,0.19943,0.740384,0.0601869
6.jpg,0.496943,0.492205,0.0108522
7.jpg,0.0197621,0.654399,0.325839
8.jpg,0.210013,0.436293,0.353694
9.jpg,0.357491,0.573266,0.0692429
10.jpg,0.199679,0.799418,0.000902447
11.jpg,0.00255461,0.0915469,0.905899
12.jpg,0.0104289,0.161509,0.828062
13.jpg,0.000696882,0.0651678,0.934135
14.jpg,0.0208373,0.41099,0.568173
15.jpg,0.00257899,0.0756497,0.921771
16.jpg,0.0446528,0.688037,0.26731
17.jpg,0.245083,0.71749,0.0374278
18.jpg,0.0459827,0.950515,0.00350247
19.jpg,0.00680492,0.112551,0.880644
20.jpg,0.493233,0.50156,0.00520782
21.jpg,0.244195,0.752503,0.00330254
22.jpg,0.169894,0.610861,0.219245
23.jpg,0.0487441,0.802574,0.148682
24.jpg,0.196685,0.762914,0.0404003
25.jpg,0.120693,0.816401,0.0629056
26.jpg,0.387624,0.602347,0.010029
27.jpg,0.0209248,0.15405,0.825025
28.jpg,0.0525973,0.869124,0.0782784
29.jpg,0.0252715,0.727608,0.247121
30.jpg,0.0883,0.725856,0.185844
31.jpg,0.246633,0.747548,0.00581842
32.jpg,0.118541,0.760631,0.120828
33.jpg,0.249997,0.717345,0.0326584
34.jpg,0.142865,0.786375,0.0707607
35.jpg,0.0153552,0.951938,0.0327072
36.jpg,0.132625,0.846351,0.021024
37.jpg,0.298297,0.681463,0.0202405
38.jpg,0.102389,0.844427,0.0531842
39.jpg,0.131711,0.608334,0.259954
40.jpg,0.00948403,0.254803,0.735713
41.jpg,0.0207901,0.780679,0.198531
42.jpg,0.0113176,0.123927,0.864755
43.jpg,0.0037121,0.0713238,0.924964
44.jpg,0.0399888,0.873557,0.0864543
45.jpg,0.0214779,0.809562,0.16896
46.jpg,0.0603234,0.578972,0.360705
47.jpg,0.562766,0.421881,0.0153536
48.jpg,0.0266059,0.877314,0.0960805
49.jpg,0.0126911,0.159162,0.828147
50.jpg,0.0165828,0.215736,0.767682
51.jpg,0.733393,0.266278,0.000328442
52.jpg,0.00630665,0.0699871,0.923706
53.jpg,0.110749,0.431239,0.458012
54.jpg,0.00324688,0.149726,0.847027
55.jpg,0.0111909,0.0458926,0.942917
56.jpg,0.0011225,0.984018,0.0148595
57.jpg,0.256788,0.631531,0.111681
58.jpg,0.0122223,0.397698,0.590079
59.jpg,0.692377,0.302332,0.00529088
60.jpg,0.206701,0.76805,0.0252498
61.jpg,0.105138,0.719843,0.175019
62.jpg,0.0166863,0.422788,0.560526
63.jpg,0.0470403,0.441001,0.511958
64.jpg,0.626272,0.372767,0.000960922
65.jpg,0.562191,0.428787,0.00902184
66.jpg,0.012341,0.309522,0.678137
67.jpg,0.0231406,0.183834,0.793025
68.jpg,0.0495787,0.645324,0.305098
69.jpg,0.133745,0.816944,0.0493112
70.jpg,0.406308,0.581859,0.0118329
71.jpg,0.0707661,0.603522,0.325712
72.jpg,0.0832498,0.897728,0.0190221
73.jpg,0.161073,0.694418,0.144509
74.jpg,0.00539589,0.130902,0.863702
75.jpg,0.102047,0.875764,0.0221888
76.jpg,0.00827612,0.111931,0.879793
77.jpg,0.117349,0.841534,0.0411166
78.jpg,0.00153962,0.0354299,0.963031
79.jpg,0.0699326,0.928661,0.00140646
80.jpg,0.0775179,0.505294,0.417188
81.jpg,0.00868806,0.606454,0.384857
82.jpg,0.309108,0.600122,0.0907699
83.jpg,0.0148523,0.0965577,0.88859
84.jpg,0.0640697,0.893876,0.0420547
85.jpg,0.316499,0.670509,0.0129926
86.jpg,0.0153966,0.294264,0.690339
87.jpg,0.0108259,0.0637044,0.92547
88.jpg,0.123469,0.78937,0.0871602
89.jpg,0.024937,0.731339,0.243724
90.jpg,0.415676,0.57057,0.0137538
91.jpg,0.191169,0.773953,0.0348781
92.jpg,0.00651492,0.0773539,0.916131
93.jpg,0.0648839,0.888368,0.0467478
94.jpg,0.0509778,0.868597,0.0804249
95.jpg,0.0516167,0.67816,0.270223
96.jpg,0.0450254,0.935045,0.0199295
97.jpg,0.138462,0.777945,0.0835932
98.jpg,0.214199,0.784782,0.00101938
99.jpg,0.0151191,0.604915,0.379966
100.jpg,0.0910856,0.865491,0.0434237
101.jpg,0.0365113,0.940606,0.0228826
102.jpg,0.234037,0.704292,0.0616714
103.jpg,0.0510229,0.637612,0.311365
104.jpg,0.0853456,0.610561,0.304094
105.jpg,0.0462024,0.444647,0.509151
106.jpg,0.226695,0.677504,0.0958008
107.jpg,0.0119189,0.166246,0.821835
108.jpg,0.00443013,0.0607108,0.934859
109.jpg,0.000594162,0.0118654,0.98754
110.jpg,0.128857,0.837281,0.0338624
111.jpg,0.0728445,0.83834,0.0888153
112.jpg,0.00436835,0.133166,0.862466
113.jpg,0.101355,0.570414,0.328231
114.jpg,0.00653395,0.0705557,0.92291
115.jpg,0.0808083,0.892605,0.0265864
116.jpg,0.00658086,0.0922816,0.901138
117.jpg,0.147698,0.829291,0.0230114
